1.860,2.960,3.400,3.760,4.000,3.950,3.700,3.450,2.750,2.340
1.830,2.830,3.640,3.930,4.600,4.940,4.400,4.120,3.300,2.600
1.930,2.800,3.740,4.440,5.000,5.250,5.000,4.750,3.640,2.700
1.800,2.500,3.000,3.830,4.660,4.600,4.310,3.930,3.080,2.300
1.510,1.730,2.330,2.600,3.240,3.200,2.920,2.700,2.270,1.820
